Age,Gender,Region,Industry,Work_Arrangement,Hours_Per_Week,Burnout_Level,Work_Life_Balance_Score,Social_Isolation_Score,Avg_Salary,Physical_Health_Count,Mental_Health_Score
50,Male,South America,Education,Onsite,41,1,2,4,70000.0,1,0
64,Female,Europe,Marketing,Hybrid,44,2,1,2,50000.0,4,3
59,Female,Asia,Marketing,Hybrid,55,2,3,3,70000.0,3,3
46,Male,North America,Professional Services,Hybrid,45,2,1,3,70000.0,1,2
61,Male,Europe,Manufacturing,Onsite,56,3,4,5,50000.0,1,3
58,Male,Oceania,Manufacturing,Onsite,55,2,3,2,70000.0,3,1
49,Female,Asia,Retail,Onsite,49,1,2,2,90000.0,4,4
48,Female,Oceania,Professional Services,Onsite,59,2,2,3,110000.0,1,0
36,Female,Africa,Healthcare,Hybrid,41,2,3,1,70000.0,2,2
27,Male,North America,Professional Services,Hybrid,55,2,3,3,90000.0,2,5
23,Male,Africa,Finance,Onsite,50,2,3,3,70000.0,2,6
49,Male,Asia,Customer Service,Hybrid,59,2,3,3,90000.0,3,6
39,Female,South America,Technology,Hybrid,47,3,4,3,70000.0,2,4
38,Male,Europe,Technology,Onsite,59,2,3,2,50000.0,1,0
53,Male,Europe,Technology,Remote,41,2,2,4,90000.0,1,6
35,Female,Oceania,Healthcare,Remote,61,3,3,3,70000.0,5,0
40,Male,Africa,Technology,Remote,36,1,4,4,90000.0,2,4
47,Male,Africa,Education,Hybrid,58,3,4,4,70000.0,2,5
61,Male,Europe,Retail,Onsite,53,3,4,2,90000.0,0,4
63,Female,South America,Marketing,Onsite,49,1,4,1,70000.0,3,6
32,Male,Asia,Healthcare,Hybrid,57,3,4,5,90000.0,1,6
24,Male,Oceania,Professional Services,Remote,53,3,2,3,50000.0,2,0
37,Female,Asia,Healthcare,Onsite,48,2,2,3,120000.0,0,3
45,Female,North America,Healthcare,Onsite,39,2,5,3,110000.0,3,1
54,Male,South America,Professional Services,Hybrid,35,2,3,3,90000.0,2,3
43,Male,South America,Manufacturing,Remote,61,3,4,5,70000.0,2,2
32,Female,Africa,Technology,Remote,43,3,3,3,50000.0,2,0
40,Male,North America,Manufacturing,Remote,48,1,1,4,90000.0,2,6
63,Male,Europe,Customer Service,Onsite,35,1,3,3,110000.0,3,0
47,Male,Asia,Technology,Remote,60,2,3,2,110000.0,4,0
56,Female,South America,Education,Onsite,57,1,4,3,70000.0,2,3
45,Male,Africa,Marketing,Remote,65,3,3,5,110000.0,2,0
63,Female,South America,Marketing,Remote,57,1,4,2,70000.0,3,2
63,Female,Asia,Finance,Onsite,53,2,4,1,110000.0,2,5
53,Male,North America,Technology,Hybrid,40,2,4,2,90000.0,3,0
56,Female,Europe,Finance,Hybrid,50,3,3,1,70000.0,3,4
52,Female,Africa,Finance,Hybrid,64,1,1,4,70000.0,1,4
57,Female,Asia,Education,Onsite,42,1,3,3,90000.0,4,0
62,Male,South America,Technology,Hybrid,53,1,4,2,90000.0,2,5
61,Female,Oceania,Finance,Onsite,58,2,4,3,50000.0,2,4
58,Female,South America,Professional Services,Onsite,44,2,3,1,120000.0,3,4
60,Male,Africa,Marketing,Hybrid,44,3,2,2,50000.0,1,1
38,Female,North America,Education,Hybrid,42,2,1,4,70000.0,2,4
52,Female,North America,Marketing,Onsite,35,1,4,1,70000.0,3,0
24,Female,Oceania,Finance,Hybrid,45,3,1,4,90000.0,3,5
54,Female,Europe,Finance,Onsite,37,2,5,1,90000.0,3,4
31,Female,North America,Technology,Onsite,45,3,4,1,70000.0,2,0
39,Female,Europe,Healthcare,Remote,53,3,4,4,90000.0,1,0
51,Female,Africa,Professional Services,Onsite,63,2,1,2,70000.0,1,1
25,Female,Oceania,Education,Onsite,45,1,3,4,110000.0,2,2
41,Male,Asia,Healthcare,Onsite,57,1,3,2,120000.0,3,3
38,Female,Oceania,Technology,Hybrid,53,2,3,4,70000.0,1,4
37,Female,Europe,Professional Services,Onsite,41,1,4,1,50000.0,2,4
60,Male,Asia,Retail,Onsite,40,1,3,3,70000.0,2,2
25,Male,Europe,Professional Services,Hybrid,48,1,3,1,90000.0,1,5
34,Female,Africa,Technology,Remote,58,2,2,3,70000.0,2,2
61,Female,Europe,Professional Services,Onsite,52,1,5,3,70000.0,1,1
48,Male,North America,Education,Hybrid,58,2,4,5,90000.0,2,5
45,Female,South America,Customer Service,Hybrid,36,2,1,2,50000.0,3,5
52,Female,Oceania,Professional Services,Onsite,53,2,1,2,70000.0,0,3
41,Female,Asia,Healthcare,Onsite,47,2,3,2,90000.0,1,2
43,Male,Europe,Healthcare,Onsite,57,1,4,1,90000.0,2,0
44,Male,Africa,Professional Services,Onsite,40,1,4,1,70000.0,1,1
33,Male,Asia,Retail,Remote,44,2,3,3,70000.0,1,3
41,Female,Asia,Education,Hybrid,41,2,3,3,70000.0,2,4
45,Male,Africa,Finance,Hybrid,48,3,1,1,50000.0,3,4
35,Female,Asia,Finance,Onsite,50,2,3,3,110000.0,0,3
59,Male,North America,Professional Services,Onsite,60,2,2,3,70000.0,2,3
51,Female,South America,Technology,Hybrid,44,3,4,1,120000.0,1,2
48,Female,Oceania,Customer Service,Onsite,59,2,1,4,70000.0,3,0
30,Male,Asia,Manufacturing,Remote,43,2,2,1,70000.0,1,2
27,Male,North America,Customer Service,Onsite,62,2,4,3,50000.0,1,4
55,Male,Asia,Education,Hybrid,57,1,2,4,70000.0,2,4
50,Female,Asia,Manufacturing,Onsite,40,3,3,1,90000.0,1,1
48,Male,North America,Technology,Hybrid,42,1,1,1,110000.0,2,2
53,Male,Asia,Professional Services,Onsite,58,3,5,3,110000.0,2,6
60,Female,Europe,Professional Services,Hybrid,46,2,5,4,70000.0,3,6
63,Male,South America,Professional Services,Remote,64,2,4,4,90000.0,1,5
35,Male,Asia,Education,Onsite,50,2,3,4,110000.0,2,4
57,Male,South America,Technology,Hybrid,65,2,1,2,50000.0,3,2
46,Male,Asia,Healthcare,Onsite,52,3,5,3,110000.0,3,6
61,Male,Europe,Customer Service,Onsite,44,3,3,1,110000.0,3,0
56,Male,Europe,Technology,Remote,37,3,3,5,90000.0,2,4
33,Male,Oceania,Technology,Onsite,49,2,1,2,110000.0,2,1
34,Female,Europe,Healthcare,Remote,37,3,5,4,90000.0,1,2
55,Female,South America,Technology,Remote,35,2,3,1,70000.0,2,1
56,Male,South America,Technology,Remote,36,3,1,4,110000.0,1,0
45,Female,Oceania,Professional Services,Hybrid,61,1,3,5,110000.0,1,4
35,Female,Oceania,Finance,Hybrid,62,2,3,2,50000.0,2,0
61,Female,Europe,Manufacturing,Onsite,38,2,4,1,70000.0,0,3
49,Male,Asia,Technology,Remote,39,3,1,4,70000.0,2,0
54,Male,Oceania,Manufacturing,Remote,39,2,1,4,110000.0,2,3
22,Female,North America,Retail,Onsite,60,2,3,3,50000.0,3,3
33,Male,Oceania,Finance,Remote,43,3,4,4,70000.0,2,2
27,Female,Africa,Retail,Onsite,51,2,2,2,90000.0,1,2
24,Female,South America,Education,Hybrid,57,1,3,2,90000.0,3,0
64,Female,Africa,Manufacturing,Hybrid,58,3,4,1,120000.0,1,0
32,Female,South America,Healthcare,Onsite,47,3,3,1,70000.0,3,1
37,Male,Asia,Education,Onsite,56,2,3,2,90000.0,5,4
34,Male,Africa,Technology,Hybrid,53,3,2,5,90000.0,0,0
54,Male,South America,Professional Services,Onsite,36,3,3,1,110000.0,1,4
39,Male,South America,Finance,Onsite,39,2,2,4,90000.0,2,6
33,Female,South America,Professional Services,Onsite,44,3,1,1,50000.0,1,6
45,Male,Oceania,Technology,Onsite,44,2,3,1,110000.0,3,2
49,Female,South America,Technology,Remote,56,3,4,4,90000.0,4,2
54,Female,Africa,Retail,Onsite,51,2,2,1,70000.0,0,5
30,Female,Oceania,Professional Services,Hybrid,41,1,3,2,90000.0,1,1
22,Male,Africa,Marketing,Onsite,48,3,3,1,70000.0,0,0
46,Male,Oceania,Professional Services,Onsite,38,2,3,2,70000.0,2,4
64,Female,Africa,Technology,Remote,44,1,2,4,70000.0,0,5
23,Female,Africa,Finance,Hybrid,42,2,3,3,110000.0,3,0
63,Female,Europe,Manufacturing,Hybrid,65,2,3,2,110000.0,3,3
25,Male,North America,Professional Services,Hybrid,48,2,1,3,70000.0,2,0
54,Female,North America,Manufacturing,Remote,53,2,3,4,110000.0,2,0
43,Female,Asia,Finance,Onsite,53,2,3,3,90000.0,0,3
32,Female,Oceania,Professional Services,Onsite,61,3,4,3,110000.0,3,0
31,Male,North America,Technology,Hybrid,35,3,3,2,70000.0,2,6
59,Male,Asia,Technology,Onsite,37,2,1,2,70000.0,1,5
44,Female,Africa,Manufacturing,Onsite,50,3,3,1,50000.0,1,0
53,Male,Europe,Manufacturing,Hybrid,46,2,3,3,50000.0,2,2
28,Male,North America,Marketing,Hybrid,50,3,1,2,70000.0,2,6
36,Female,Africa,Manufacturing,Remote,63,2,4,3,70000.0,0,0
51,Female,North America,Customer Service,Remote,47,2,2,3,110000.0,4,3
38,Male,South America,Technology,Remote,42,3,5,5,70000.0,1,1
47,Male,Oceania,Technology,Hybrid,47,2,3,3,70000.0,2,2
39,Male,Oceania,Manufacturing,Hybrid,42,3,3,2,90000.0,2,6
58,Male,South America,Technology,Hybrid,45,2,4,1,110000.0,1,4
31,Female,South America,Technology,Remote,60,1,5,4,70000.0,4,5
33,Male,Asia,Finance,Hybrid,43,2,4,4,110000.0,2,0
65,Male,South America,Healthcare,Onsite,64,2,3,2,110000.0,3,0
56,Male,South America,Manufacturing,Onsite,47,1,3,3,90000.0,1,3
56,Female,Europe,Professional Services,Remote,61,3,1,5,90000.0,1,5
52,Male,Asia,Marketing,Hybrid,55,2,3,3,70000.0,2,2
28,Female,Africa,Healthcare,Hybrid,50,2,3,4,70000.0,1,4
44,Female,Oceania,Professional Services,Onsite,45,1,3,2,70000.0,3,6
53,Male,Africa,Professional Services,Hybrid,38,3,4,2,70000.0,3,5
58,Female,Oceania,Technology,Hybrid,45,3,4,1,110000.0,2,2
49,Female,Africa,Marketing,Onsite,46,2,2,3,70000.0,2,6
48,Male,South America,Customer Service,Onsite,40,2,5,1,70000.0,1,3
27,Female,Africa,Customer Service,Hybrid,57,1,3,1,70000.0,3,4
57,Male,Africa,Technology,Hybrid,44,2,4,3,90000.0,3,0
55,Female,Africa,Professional Services,Onsite,57,1,5,2,70000.0,3,5
50,Female,Europe,Technology,Hybrid,41,1,5,2,70000.0,0,2
61,Male,Asia,Technology,Hybrid,35,3,3,3,50000.0,1,0
24,Male,Africa,Retail,Hybrid,60,2,3,3,90000.0,1,0
23,Female,Europe,Professional Services,Onsite,44,2,4,2,90000.0,0,6
33,Male,South America,Manufacturing,Remote,62,3,5,5,90000.0,1,2
53,Male,North America,Technology,Remote,43,2,3,3,50000.0,3,0
65,Female,North America,Finance,Remote,53,3,2,4,90000.0,4,6
52,Male,Europe,Education,Onsite,43,1,4,2,110000.0,0,4
40,Male,Europe,Technology,Onsite,59,3,3,1,110000.0,1,2
24,Female,Africa,Professional Services,Onsite,62,1,1,3,90000.0,0,2
55,Male,North America,Manufacturing,Hybrid,39,2,4,1,90000.0,2,2
56,Female,North America,Customer Service,Hybrid,47,3,2,4,70000.0,3,3
51,Male,South America,Education,Onsite,56,1,3,2,50000.0,3,2
37,Male,Europe,Manufacturing,Hybrid,48,3,3,2,110000.0,4,0
29,Male,Europe,Finance,Onsite,44,3,5,2,90000.0,2,5
46,Female,South America,Professional Services,Onsite,61,1,2,2,90000.0,1,3
25,Male,South America,Education,Hybrid,55,3,5,4,70000.0,1,1
34,Male,North America,Manufacturing,Hybrid,39,2,4,4,110000.0,1,0
60,Male,North America,Professional Services,Onsite,52,2,2,5,50000.0,1,0
37,Male,South America,Technology,Remote,49,3,2,4,110000.0,3,1
25,Male,Oceania,Technology,Hybrid,55,2,3,3,50000.0,1,0
55,Male,South America,Technology,Hybrid,39,1,5,3,70000.0,2,6
33,Male,North America,Marketing,Onsite,40,3,3,3,90000.0,1,0
31,Male,Africa,Customer Service,Hybrid,57,2,4,1,70000.0,4,3
31,Female,Africa,Professional Services,Onsite,61,3,4,3,50000.0,2,0
55,Male,North America,Professional Services,Onsite,51,1,1,3,90000.0,2,0
47,Male,Africa,Professional Services,Onsite,42,2,4,3,90000.0,1,6
28,Female,Africa,Professional Services,Onsite,47,3,2,2,70000.0,4,5
62,Male,Asia,Healthcare,Hybrid,49,2,5,2,70000.0,1,6
50,Male,Africa,Technology,Hybrid,44,3,5,2,50000.0,1,3
62,Female,Africa,Healthcare,Onsite,50,3,4,2,90000.0,3,6
25,Male,Oceania,Marketing,Hybrid,38,1,4,1,70000.0,2,4
64,Female,Asia,Technology,Remote,61,3,5,4,70000.0,1,0
56,Male,Oceania,Marketing,Onsite,36,1,5,2,110000.0,2,5
60,Female,Asia,Manufacturing,Onsite,51,2,3,3,110000.0,3,1
47,Male,Oceania,Education,Remote,47,2,5,5,90000.0,0,4
45,Female,Africa,Professional Services,Onsite,59,3,1,3,70000.0,0,3
39,Female,North America,Professional Services,Remote,49,3,3,3,70000.0,1,0
45,Male,South America,Finance,Hybrid,41,1,3,5,70000.0,2,1
30,Female,Oceania,Retail,Onsite,36,3,2,5,70000.0,2,2
37,Female,Oceania,Professional Services,Hybrid,58,2,3,3,70000.0,3,2
50,Female,Asia,Finance,Onsite,39,2,3,1,110000.0,2,1
36,Male,Africa,Education,Onsite,65,1,5,2,110000.0,3,6
47,Male,South America,Professional Services,Onsite,51,1,2,2,50000.0,4,3
34,Female,North America,Finance,Onsite,40,2,5,4,90000.0,2,5
55,Male,Asia,Finance,Onsite,64,1,4,3,110000.0,2,5
41,Male,Africa,Professional Services,Onsite,40,3,5,2,90000.0,2,0
57,Male,Oceania,Healthcare,Onsite,61,3,2,2,90000.0,1,1
34,Male,Europe,Professional Services,Onsite,61,3,3,2,70000.0,2,5
33,Male,South America,Manufacturing,Remote,37,3,1,1,70000.0,4,0
27,Male,Europe,Professional Services,Onsite,35,2,4,2,120000.0,2,0
44,Female,Asia,Technology,Remote,45,2,3,3,90000.0,3,0
60,Male,Asia,Technology,Hybrid,49,1,1,1,110000.0,1,1
60,Male,North America,Professional Services,Remote,42,2,3,3,70000.0,1,1
59,Female,Oceania,Customer Service,Onsite,52,2,3,1,90000.0,3,4
64,Male,Africa,Professional Services,Onsite,53,2,1,2,90000.0,1,3
43,Female,Oceania,Technology,Hybrid,48,1,2,1,90000.0,1,2
34,Female,Europe,Marketing,Remote,49,3,3,3,110000.0,2,4
43,Male,Asia,Education,Onsite,36,2,4,2,70000.0,1,2
27,Male,South America,Finance,Onsite,63,2,3,1,50000.0,0,3
46,Male,Asia,Healthcare,Hybrid,58,2,2,3,90000.0,1,5
25,Female,South America,Technology,Remote,57,3,2,1,50000.0,2,0
52,Female,Oceania,Finance,Remote,38,3,3,2,110000.0,1,4
38,Male,Africa,Technology,Hybrid,41,2,2,4,90000.0,3,6
37,Female,Oceania,Professional Services,Onsite,41,2,3,2,70000.0,1,5
59,Male,Asia,Professional Services,Onsite,57,2,3,4,70000.0,1,2
62,Female,South America,Retail,Hybrid,38,3,2,1,110000.0,3,0
44,Female,South America,Technology,Onsite,59,1,1,2,70000.0,1,5
51,Female,South America,Finance,Onsite,52,2,2,3,70000.0,1,6
31,Female,Africa,Professional Services,Onsite,57,3,2,2,70000.0,1,4
57,Male,Africa,Professional Services,Onsite,49,2,5,1,70000.0,1,6
38,Male,North America,Technology,Onsite,53,1,3,2,70000.0,1,2
22,Male,Africa,Customer Service,Onsite,39,2,1,1,50000.0,1,5
30,Male,Oceania,Professional Services,Hybrid,57,3,3,2,50000.0,3,0
35,Female,Asia,Professional Services,Onsite,40,2,2,3,90000.0,1,3
54,Female,South America,Finance,Hybrid,42,2,2,1,90000.0,2,6
49,Male,Europe,Education,Onsite,36,2,2,4,70000.0,2,0
61,Female,Africa,Finance,Onsite,54,1,3,2,90000.0,2,6
56,Female,South America,Manufacturing,Hybrid,52,1,1,2,90000.0,2,3
48,Female,South America,Technology,Hybrid,56,3,3,3,110000.0,1,0
51,Male,South America,Technology,Onsite,63,1,4,2,70000.0,4,0
54,Female,Africa,Professional Services,Onsite,49,1,5,2,90000.0,1,5
31,Male,Asia,Finance,Remote,47,3,5,5,90000.0,1,6
51,Male,South America,Manufacturing,Hybrid,55,1,2,1,90000.0,0,5
31,Female,North America,Technology,Hybrid,39,2,4,3,50000.0,0,3
58,Male,South America,Finance,Onsite,47,2,2,3,90000.0,2,3
63,Female,Europe,Education,Hybrid,47,3,3,2,90000.0,2,0
42,Female,South America,Professional Services,Hybrid,58,2,4,2,120000.0,0,0
38,Female,Asia,Finance,Onsite,42,3,5,2,70000.0,1,3
28,Male,Asia,Manufacturing,Hybrid,40,2,4,3,50000.0,2,3
22,Male,North America,Professional Services,Onsite,52,2,4,2,70000.0,0,5
53,Female,South America,Education,Onsite,36,2,2,3,90000.0,1,0
52,Female,North America,Professional Services,Onsite,47,1,3,3,70000.0,1,0
30,Male,South America,Technology,Remote,58,3,2,2,110000.0,2,1
29,Female,South America,Marketing,Onsite,65,3,2,3,110000.0,3,6
33,Male,South America,Retail,Remote,62,2,2,4,70000.0,3,4
30,Male,Africa,Marketing,Hybrid,45,2,3,1,50000.0,3,0
30,Male,Asia,Professional Services,Onsite,59,1,1,3,50000.0,0,2
43,Female,Asia,Finance,Onsite,64,3,2,2,90000.0,3,2
64,Male,South America,Retail,Onsite,59,2,4,4,70000.0,0,0
65,Female,North America,Manufacturing,Remote,49,2,3,4,70000.0,2,1
35,Female,Asia,Technology,Onsite,37,2,2,3,90000.0,0,6
28,Male,South America,Education,Onsite,58,3,3,5,110000.0,1,2
35,Male,Oceania,Technology,Remote,58,3,2,3,120000.0,4,0
55,Female,Africa,Professional Services,Onsite,61,3,5,3,70000.0,4,1
50,Female,Asia,Professional Services,Hybrid,36,1,4,2,120000.0,2,5
42,Female,North America,Professional Services,Remote,44,2,3,3,50000.0,0,6
26,Male,Europe,Finance,Onsite,54,1,4,3,110000.0,1,6
55,Female,Europe,Manufacturing,Remote,52,2,1,3,50000.0,3,3
38,Male,Africa,Education,Onsite,57,3,2,1,70000.0,4,3
35,Female,North America,Marketing,Onsite,37,3,1,5,90000.0,2,3
23,Male,Europe,Professional Services,Onsite,63,3,2,3,70000.0,2,5
45,Female,South America,Customer Service,Hybrid,43,2,4,4,120000.0,2,1
57,Female,Oceania,Technology,Hybrid,63,3,5,3,70000.0,2,0
64,Male,Europe,Technology,Hybrid,54,2,3,4,120000.0,2,5
57,Female,Oceania,Technology,Remote,40,2,1,4,50000.0,1,2
63,Female,Africa,Professional Services,Onsite,36,2,4,3,50000.0,2,5
60,Male,South America,Professional Services,Onsite,61,3,1,3,50000.0,2,2
42,Female,North America,Customer Service,Onsite,47,2,2,5,90000.0,2,5
39,Female,Asia,Technology,Remote,41,3,4,3,50000.0,3,0
30,Female,Asia,Finance,Onsite,56,1,2,3,90000.0,2,6
25,Male,South America,Manufacturing,Remote,35,3,3,4,70000.0,3,2
56,Male,Asia,Finance,Onsite,51,3,2,1,110000.0,2,5
28,Female,North America,Customer Service,Hybrid,62,3,3,3,50000.0,3,4
39,Male,Asia,Marketing,Hybrid,60,2,5,4,70000.0,0,4
45,Female,North America,Technology,Onsite,65,1,3,2,90000.0,2,0
62,Male,Oceania,Professional Services,Hybrid,39,3,3,3,90000.0,3,2
46,Male,South America,Technology,Hybrid,57,2,4,3,90000.0,1,5
22,Male,Africa,Professional Services,Onsite,59,1,3,4,70000.0,3,6
49,Male,Africa,Professional Services,Onsite,48,1,2,3,90000.0,1,4
49,Male,Africa,Healthcare,Onsite,40,1,3,2,70000.0,1,2
27,Male,South America,Technology,Hybrid,41,2,3,3,70000.0,1,6
22,Male,Oceania,Professional Services,Remote,36,3,2,3,50000.0,2,1
27,Female,Asia,Technology,Onsite,38,1,4,1,90000.0,1,0
56,Male,Asia,Finance,Remote,43,3,3,4,50000.0,1,6
46,Male,South America,Technology,Onsite,43,1,2,1,90000.0,1,6
27,Female,North America,Customer Service,Hybrid,43,3,1,2,90000.0,2,0
22,Male,Asia,Education,Onsite,35,2,1,3,50000.0,2,0
44,Female,South America,Technology,Hybrid,41,3,1,2,110000.0,0,6
27,Female,Africa,Manufacturing,Hybrid,62,2,4,3,70000.0,3,6
58,Female,North America,Retail,Onsite,50,3,2,3,120000.0,1,5
54,Male,Africa,Professional Services,Onsite,65,3,4,3,120000.0,2,2
54,Male,Europe,Education,Hybrid,37,3,3,1,90000.0,2,5
40,Male,Oceania,Manufacturing,Hybrid,44,2,4,3,90000.0,1,0
35,Male,Europe,Retail,Onsite,57,2,3,3,110000.0,2,0
59,Male,South America,Professional Services,Onsite,64,1,3,3,90000.0,4,0
46,Female,South America,Professional Services,Hybrid,54,2,2,4,70000.0,2,0
42,Female,Europe,Technology,Remote,64,3,3,2,90000.0,2,5
27,Male,Oceania,Professional Services,Onsite,44,1,4,3,90000.0,2,0
47,Female,South America,Education,Remote,36,2,5,5,50000.0,2,6
41,Male,Asia,Professional Services,Remote,59,3,3,2,90000.0,2,1
57,Female,Asia,Technology,Hybrid,48,2,4,2,70000.0,2,3
26,Male,Africa,Manufacturing,Hybrid,60,2,3,2,50000.0,1,3
45,Female,South America,Professional Services,Onsite,50,1,3,5,90000.0,1,3
38,Male,North America,Professional Services,Hybrid,49,2,3,3,110000.0,0,0
63,Female,South America,Finance,Hybrid,58,3,2,3,70000.0,2,1
61,Female,South America,Professional Services,Onsite,44,2,4,4,90000.0,3,4
61,Female,South America,Technology,Onsite,61,3,1,2,70000.0,2,1
51,Male,Asia,Professional Services,Hybrid,53,1,4,4,110000.0,1,3
48,Male,North America,Marketing,Onsite,61,2,5,3,90000.0,2,4
50,Male,Europe,Technology,Hybrid,62,1,5,1,70000.0,1,2
65,Male,North America,Professional Services,Onsite,39,3,3,2,70000.0,3,5
45,Female,Oceania,Professional Services,Onsite,52,2,3,3,110000.0,2,0
55,Male,Asia,Technology,Onsite,39,2,4,1,70000.0,1,3
41,Male,Oceania,Technology,Remote,53,3,4,4,70000.0,2,0
36,Female,North America,Technology,Hybrid,38,2,2,2,50000.0,0,0
44,Female,Europe,Professional Services,Hybrid,36,2,3,3,90000.0,3,6
56,Female,Oceania,Professional Services,Hybrid,40,3,3,3,90000.0,3,3
45,Female,South America,Professional Services,Onsite,65,1,3,2,70000.0,1,4
54,Male,North America,Retail,Remote,41,2,2,3,70000.0,2,4
50,Male,Oceania,Technology,Hybrid,37,2,3,2,70000.0,0,3
59,Male,South America,Technology,Hybrid,40,2,2,3,110000.0,2,3
47,Male,South America,Professional Services,Hybrid,63,2,2,1,70000.0,1,0
54,Male,Asia,Professional Services,Remote,50,3,4,4,120000.0,1,3
25,Female,Europe,Manufacturing,Onsite,35,2,3,1,90000.0,1,4
38,Male,South America,Professional Services,Onsite,35,3,2,4,50000.0,3,2
23,Male,Oceania,Technology,Remote,51,2,2,5,120000.0,2,1
50,Female,South America,Finance,Hybrid,60,3,1,3,50000.0,2,0
40,Male,Africa,Professional Services,Onsite,37,3,4,5,50000.0,2,5
22,Male,Oceania,Professional Services,Onsite,46,3,4,4,70000.0,3,3
36,Female,South America,Marketing,Onsite,55,2,3,1,90000.0,1,3
65,Female,Oceania,Professional Services,Hybrid,52,2,3,2,90000.0,4,1
53,Male,Asia,Technology,Onsite,64,2,3,3,110000.0,2,6
32,Female,North America,Manufacturing,Hybrid,52,2,4,3,90000.0,3,6
49,Male,Europe,Finance,Onsite,50,3,3,2,50000.0,3,6
64,Female,South America,Technology,Remote,37,3,4,3,70000.0,2,3
48,Female,Asia,Technology,Onsite,37,2,3,3,120000.0,1,5
35,Male,Asia,Professional Services,Onsite,56,2,3,2,70000.0,3,2
64,Female,Asia,Finance,Hybrid,43,2,1,1,120000.0,2,3
43,Female,North America,Finance,Onsite,53,2,5,2,90000.0,2,6
46,Female,North America,Retail,Onsite,52,2,2,1,110000.0,2,2
41,Female,Asia,Manufacturing,Hybrid,46,2,2,2,90000.0,1,4
23,Female,North America,Education,Onsite,35,2,3,2,70000.0,3,5
59,Female,Africa,Professional Services,Onsite,36,2,3,2,70000.0,2,0
51,Female,Africa,Technology,Remote,39,2,4,1,50000.0,1,2
41,Male,Oceania,Technology,Remote,63,2,3,3,90000.0,2,6
43,Female,South America,Technology,Remote,52,2,2,3,90000.0,2,1
60,Male,Oceania,Education,Onsite,51,1,3,3,70000.0,2,0
53,Male,Oceania,Manufacturing,Onsite,56,1,2,3,110000.0,1,0
46,Male,Africa,Professional Services,Onsite,60,1,3,2,90000.0,1,5
22,Male,Asia,Education,Hybrid,38,3,4,3,70000.0,2,6
64,Female,Africa,Retail,Onsite,48,1,4,3,90000.0,3,5
50,Female,South America,Education,Onsite,57,1,1,1,70000.0,3,6
34,Male,Africa,Professional Services,Hybrid,57,1,2,3,90000.0,0,0
50,Female,Africa,Professional Services,Onsite,57,2,3,2,110000.0,2,6
63,Female,South America,Professional Services,Onsite,40,2,5,1,90000.0,3,3
61,Female,North America,Technology,Hybrid,47,2,3,3,70000.0,2,1
46,Female,North America,Manufacturing,Hybrid,35,1,5,3,70000.0,2,1
60,Female,Africa,Finance,Onsite,44,2,4,3,90000.0,2,0
59,Female,Oceania,Retail,Hybrid,62,2,1,2,50000.0,3,1
48,Female,Europe,Professional Services,Hybrid,42,1,1,1,110000.0,3,2
37,Female,Oceania,Professional Services,Onsite,57,2,3,2,90000.0,2,2
36,Male,South America,Technology,Hybrid,35,2,2,3,50000.0,2,3
52,Female,South America,Technology,Remote,43,3,3,3,70000.0,1,0
48,Female,South America,Technology,Hybrid,49,3,3,4,90000.0,0,3
57,Female,South America,Professional Services,Remote,49,1,2,1,110000.0,1,6
32,Female,Africa,Professional Services,Remote,55,3,1,5,50000.0,1,4
51,Female,Africa,Healthcare,Hybrid,46,2,2,4,70000.0,2,2
45,Male,Oceania,Customer Service,Remote,60,3,1,5,70000.0,3,5
46,Female,Africa,Manufacturing,Onsite,59,2,3,3,90000.0,1,6
